0	536	0	660000
693	152	0	659615
364	136	0	659598
363	136	0	659598
356	136	0	659594
369	160	0	659595
374	136	0	659574
405	136	0	659589
400	136	0	659602
403	160	0	659616
603	136	0	659682
652	136	0	659790
624	136	0	659887
510	528	0	659942
502	136	0	659601
508	136	0	659654
482	136	0	659698
506	160	0	659751
544	136	0	659795
486	136	0	659840
477	136	0	659882
2531	160	0	660000
472	136	0	659990
321	136	0	659969
363	136	0	659968
353	160	0	659964
377	136	0	659945
359	136	0	659942
391	136	0	659952
366	528	0	659952
372	136	0	659562
382	136	0	659569
402	136	0	659583
364	160	0	659582
428	136	0	659581
396	136	0	659592
386	136	0	659599
374	160	0	659602
395	136	0	659589
405	136	0	659604
463	136	0	659641
437	160	0	659668
570	136	0	659720
469	136	0	659760
2468	136	0	660000
466	528	0	660000
399	136	0	659606
579	136	0	659686
405	136	0	659701
310	160	0	659680
307	136	0	659634
309	136	0	659613
309	136	0	659592
321	160	0	659576
319	136	0	659535
328	136	0	659521
322	136	0	659505
360	160	0	659503
342	136	0	659470
345	136	0	659463
339	136	0	659453
339	1024	0	659443
338	1024	0	658544
341	1024	0	657647
356	1024	0	656755
392	1024	0	655877
399	1024	0	655001
1764	1024	0	654637
359	1024	0	653746
335	1024	0	652846
330	1024	0	651944
330	1024	0	651043
327	1024	0	650141
331	1024	0	649240
471	1024	0	648391
581	1024	0	647583
453	1024	0	646728
467	1024	0	645878
427	1024	0	645014
388	1024	0	644134
377	1024	0	643250
397	1024	0	642374
375	1024	0	641490
404	1024	0	640617
373	1024	0	639732
459	1024	0	638879
418	1024	0	638011
412	1024	0	637140
380	1024	0	636257
374	1024	0	635373
7531	1024	0	637173
326	1024	0	636270
286	1024	0	635352
280	1024	0	634432
301	1024	0	633520
298	1024	0	632607
298	1024	0	631694
305	1024	0	630783
309	1024	0	629874
331	1024	0	628973
327	1024	0	628071
337	1024	0	627172
327	1024	0	626269
335	1024	0	625370
344	1024	0	624474
338	1024	0	623576
335	1024	0	622677
339	1024	0	621779
336	1024	0	620880
340	1024	0	619982
340	848	0	619084
391	448	0	618382
352	1024	0	618065
383	456	0	617184
408	1024	0	616880
422	1024	0	616014
423	1024	0	615147
420	1024	0	614279
416	1024	0	613410
421	1024	0	612543
421	1024	0	611676
438	720	0	610815
414	1024	0	610249
426	1024	0	609383
418	1024	0	608515
418	1024	0	607646
418	1024	0	606777
418	1024	0	605908
420	1024	0	605040
418	1024	0	604171
440	1024	0	603311
419	1024	0	602443
412	1024	0	601572
421	1024	0	600706
420	1024	0	599838
420	1024	0	598970
421	1024	0	598103
1583	1024	0	597672
347	1024	0	596777
319	1024	0	595872
314	1024	0	594965
312	1024	0	594057
315	1024	0	593150
317	1024	0	592244
329	1024	0	591343
327	1024	0	590441
333	1024	0	589541
334	1024	0	588641
355	1024	0	587749
352	1024	0	586856
337	1024	0	585957
345	1024	0	585061
341	1024	0	584164
345	1024	0	583268
343	1024	0	582371
342	1024	0	581474
341	1024	0	580577
347	1024	0	579682
349	1024	0	578788
346	1024	0	577893
348	1024	0	576998
362	1024	0	576109
350	1024	0	575216
350	1024	0	574322
346	1024	0	573426
359	1024	0	572535
348	1024	0	571640
348	1024	0	570745
348	1024	0	569850
348	1024	0	568955
348	1024	0	568060
350	1024	0	567166
410	1024	0	566295
361	1024	0	565405
350	1024	0	564511
345	1024	0	563615
347	1024	0	562720
343	1024	0	561823
345	1024	0	560927
374	1024	0	560042
347	1024	0	559147
346	1024	0	558252
343	1024	0	557355
385	1024	0	556474
1630	1024	0	556060
409	1024	0	555188
412	1024	0	554318
323	1024	0	553414
320	1024	0	552509
318	1024	0	551603
321	1024	0	550698
348	1024	0	549803
329	1024	0	548901
335	1024	0	548002
333	1024	0	547102
343	1024	0	546205
332	1024	0	545304
339	1024	0	544406
349	1024	0	543512
343	1024	0	542615
357	1024	0	541724
345	1024	0	540828
341	1024	0	539931
400	1024	0	539056
347	1024	0	538161
348	1024	0	537266
