0	21	0	0	0	
1384	136	0	0	0	
228	24	0	0	0	
1615	73	0	0	0	
779	24	0	0	0	
21321	92	0	0	0	
4645	157	0	0	0	
9565	380	0	0	0	
632	228	0	0	0	
379	93	0	0	0	
1088	133	0	0	0	
530	9	0	0	0	
887	160	0	0	0	
573	58	0	0	0	
364	261	0	0	0	
1083	21	0	0	0	
674	128	0	0	0	
2658	23	0	0	0	
444	111	0	0	0	
401	62	0	0	0	
1106	44	0	0	0	
1892	9	0	0	0	
965	128	0	0	0	
2370	132	0	0	0	
808	92	0	0	0	
1048	133	0	0	0	
1373	321	0	0	0	
1105	122	0	0	0	
80289	31	0	0	0	
2093	31	31	0	0	
247	100	31	31	0	
207	28	31	131	0	
243	81	31	159	0	
162	14	31	240	0	
143	139	31	254	0	
131	125	31	393	0	
138	111	31	518	0	
130	98	31	629	0	
125	22	31	727	0	
117	5	31	749	0	
764	89	0	754	0	
160	51	0	843	0	
157	69	0	894	0	
1323	326	0	932	0	
39459	145	0	1258	0	
124	54	0	1303	0	
129	20	0	1329	0	
104	101	0	1349	0	
128	11	0	1369	0	
117	100	0	1380	0	
124	7	100	1380	0	
133	28	100	1373	0	
138	81	28	1234	0	
285	386	81	1109	0	
139	21	81	1495	0	
147	14	81	1516	0	
137	139	14	1516	0	
126	136	153	1405	0	
120	125	153	1541	0	
130	111	264	1541	0	
127	24	375	1443	0	
381	98	375	1467	0	
111	22	334	1467	0	
135	5	356	1467	0	
169	73	361	1445	0	
119	24	361	1518	0	
115	92	236	1542	0	
104	157	236	1634	0	
102	380	236	1786	0	
110	89	236	2166	0	
105	51	214	2166	0	
102	69	265	2077	0	
222	326	236	2026	0	
136	145	540	2026	0	
287	54	685	2026	0	
189	20	739	2026	0	
182	101	759	1957	0	
131	11	860	1957	0	
150	7	871	1957	0	
132	386	878	1957	0	
132	21	1264	1957	0	
153	228	1280	1957	0	
163	136	1280	1859	0	
228	93	1327	1859	0	
232	24	1327	1807	0	
187	133	1300	1753	0	
162	9	1231	1886	0	
188	73	1231	1895	0	
90	24	1304	1875	0	
86	92	1328	1875	0	
226	160	1094	1774	0	
90	157	949	1934	0	
92	58	1106	1923	0	
145	261	1052	1981	0	
109	380	1052	2242	0	
129	228	1432	2242	0	
166	93	1660	2242	0	
94	21	1753	2242	0	
103	133	1753	2263	0	
97	9	1886	2263	0	
97	128	1895	2263	0	
101	160	1895	2391	0	
127	23	2055	2384	0	
106	58	2055	2407	0	
103	111	2093	2021	0	
112	261	1992	2132	0	
214	62	2253	2111	0	
204	44	2242	2173	0	
196	21	2242	2217	0	
117	128	2263	2081	0	
175	9	2384	2057	0	
103	23	1998	2066	0	
85	111	2021	2066	0	
71	128	2132	2066	0	
69	62	2132	2194	0	
72	44	2194	2194	0	
71	132	2238	2194	0	
68	92	2238	2326	0	
72	133	2238	2418	0	
99	9	2238	2551	0	
92	321	2247	2551	0	
79	128	2247	2872	0	
78	122	2375	2872	0	
79	132	2375	2994	0	
80	16	2507	2994	0	
89	16	2507	2994	16	
79	92	2507	3010	16	
85	133	2599	3010	16	
98	48	2732	3010	16	
79	321	2732	3058	16	
80	58	3053	3058	16	
84	122	3053	3116	16	
81	158	3175	3116	16	
83	16	3175	3274	16	
86	48	3191	3274	16	
86	58	3239	3274	16	
125	69	3297	3274	16	
77	80	3297	3343	16	
88	99	3297	3423	16	
74	87	3297	3522	16	
94	158	3297	3609	16	
70	69	3455	3609	16	
69	286	3524	3609	16	
70	80	3524	3895	16	
71	99	3604	3895	16	
78	87	3703	3895	16	
70	28	3790	3895	16	
84	286	3790	3923	16	
72	84	4076	3923	16	
68	28	4076	4007	16	
89	186	4104	4007	16	
73	84	4104	4193	16	
78	186	4188	4193	16	
70	359	4374	4193	16	
95	28	4374	4552	16	
79	359	4374	4580	16	
77	28	4733	4580	16	
71	278	4761	4580	16	
71	44	5039	4580	16	
65	13	5083	4580	16	
70	181	5096	4580	16	
80	88	5277	4580	16	
68	136	5365	4580	16	
114	87	5501	4580	16	
66	25	5588	4580	16	
68	60	5613	4580	16	
83	278	5673	4580	16	
65	44	5673	4858	16	
66	55	5673	4902	16	
64	36	5728	4902	16	
67	4	5764	4829	16	
321	13	5768	4829	0	
85	14	5768	4842	0	
78	361	5782	4842	0	
78	208	6143	4842	0	
74	73	6351	4842	0	
73	181	6424	4842	0	
77	220	6424	5023	0	
67	7	6644	5023	0	
73	88	6651	5023	0	
71	32	6651	5111	0	
104	136	6683	5111	0	
76	110	6683	5247	0	
73	87	6793	5247	0	
78	9	6793	5334	0	
74	25	6802	5334	0	
68	60	6802	5359	0	
66	20	6802	5419	0	
99	55	6822	5419	0	
81	36	6822	5474	0	
73	4	6822	5510	0	
73	3	6822	5514	0	
97	14	6825	5514	0	
69	361	6825	5528	0	
70	208	6825	5889	0	
99	133	6825	6097	0	
85	73	6958	6097	0	
83	9	6958	6170	0	
70	69	6967	6170	0	
91	59	7036	6170	0	
131	180	7095	6170	0	
76	191	7275	6170	0	
74	30	7466	6170	0	
78	44	7496	6170	0	
100	629	7540	6170	0	
75	126	8169	6170	0	
70	111	8295	6170	0	
67	279	8406	6170	0	
72	126	8685	6170	0	
71	67	8811	6170	0	
71	115	8878	6170	0	
77	17	8993	6170	0	
71	81	9010	6170	0	
71	259	9091	6170	0	
68	36	9350	6170	0	
66	133	9386	6170	0	
70	61	9519	6170	0	
64	61	9580	6170	0	
101	220	9641	6170	0	
103	7	9641	6390	0	
75	70	9641	6397	0	
74	6	9711	6397	0	
77	32	9717	6397	0	
73	110	9717	6429	0	
65	8	9717	6539	0	
70	9	9725	6539	0	
90	190	9725	6548	0	
78	52	9915	6548	0	
101	23	9967	6548	0	
69	10	9990	6548	0	
79	20	10000	6548	0	
76	255	10000	6568	0	
71	36	10255	6568	0	
78	146	10291	6568	0	
67	3	10437	6568	0	
71	36	10437	6571	0	
77	4	10473	6571	0	
73	133	10477	6571	0	
67	29	10477	6704	0	
67	9	10506	6704	0	
63	37	10485	6713	0	
77	69	10522	6689	0	
73	98	10386	6758	0	
83	59	10484	6758	0	
75	18	10484	6817	0	
71	84	10502	6817	0	
64	178	10586	6817	0	
68	180	10764	6817	0	
66	191	10764	6997	0	
62	58	10764	7188	0	
79	7	10822	7096	0	
126	148	10805	6939	0	
78	35	10953	6939	0	
92	19	10915	6939	0	
75	111	10934	6939	0	
93	99	11045	6559	0	
136	36	11120	6559	0	
80	17	11156	6331	0	
112	149	11173	6331	0	
77	58	11322	6331	0	
62	103	11380	6331	0	
63	3	11483	6331	0	
62	112	11486	6331	0	
57	36	11598	6331	0	
107	280	11634	6331	0	
61	30	11914	6331	0	
56	44	11914	6361	0	
12020	629	11822	6405	0	
120	4	11822	6941	0	
77	126	11826	6941	0	
62	111	11826	7067	0	
63	121	11826	7178	0	
67	279	11947	7178	0	
64	125	11947	7457	0	
64	334	12072	7457	0	
86	41	12406	7457	0	
61	126	12447	7457	0	
61	95	12447	7583	0	
59	314	12542	7583	0	
63	67	12856	7583	0	
61	115	12856	7650	0	
57	32	12856	7765	0	
61	17	12888	7765	0	
80	81	12888	7782	0	
64	259	12888	7863	0	
60	36	12888	8122	0	
59	133	12888	8158	0	
60	61	12888	8291	0	
57	61	12888	8352	0	
59	403	12888	8413	0	
63	8	13291	8413	0	
59	103	13299	8413	0	
159	153	13245	8413	0	
112	34	13398	8413	0	
70	70	13432	8413	0	
62	99	13432	8483	0	
68	119	13531	8483	0	
70	132	13650	8483	0	
67	15	13782	8483	0	
63	23	13797	8483	0	
63	165	13820	8483	0	
63	341	13985	8483	0	
62	50	14326	8483	0	
70	261	14376	8483	0	
60	232	14637	8483	0	
62	140	14869	8483	0	
57	92	15009	8483	0	
59	21	15101	8483	0	
61	123	15122	8483	0	
62	6	15245	8483	0	
66	169	15251	8483	0	
60	11	15420	8483	0	
58	192	15431	8483	0	
59	255	15623	8483	0	
59	112	15878	8483	0	
58	325	15990	8483	0	
58	187	16315	8483	0	
58	104	16502	8483	0	
59	56	16606	8483	0	
65	167	16662	8483	0	
