0	255	0	0	0
409	36	0	0	0
136	146	0	0	0
140	36	0	0	0
135	122	0	0	0
131	4	0	0	0
126	16	0	0	0
130	29	0	0	0
132	37	0	0	0
133	98	0	0	0
129	48	0	0	0
140	18	0	0	0
134	58	0	0	0
134	84	0	0	0
145	178	0	0	0
134	58	0	0	0
136	158	0	0	0
136	7	0	0	0
140	148	0	0	0
135	35	0	0	0
135	19	0	0	0
134	69	0	0	0
135	111	0	0	0
134	80	0	0	0
140	99	0	0	0
139	99	0	0	0
132	87	0	0	0
133	36	0	0	0
136	17	0	0	0
136	149	0	0	0
136	58	0	0	0
136	286	0	0	0
136	103	0	0	0
143	28	0	0	0
137	3	0	0	0
139	31	0	0	0
133	112	0	0	0
136	100	0	0	0
136	28	0	0	0
137	84	0	0	0
139	36	0	0	0
136	186	0	0	0
138	81	0	0	0
136	14	0	0	0
141	139	0	0	0
144	125	0	0	0
142	111	0	0	0
146	98	0	0	0
134	280	0	0	0
144	359	0	0	0
144	4	0	0	0
148	28	0	0	0
146	121	0	0	0
161	278	0	0	0
120	125	0	0	0
98	44	0	0	0
95	334	0	0	0
95	41	0	0	0
96	95	0	0	0
95	314	0	0	0
94	32	0	0	0
94	403	0	0	0
95	13	0	0	0
95	8	0	0	0
99	103	0	0	0
99	153	0	0	0
98	34	0	0	0
128	99	0	0	0
106	181	0	0	0
99	119	0	0	0
101	132	0	0	0
101	15	0	0	0
100	22	0	0	0
101	5	0	0	0
102	23	0	0	0
97	89	0	0	0
95	165	0	0	0
96	51	0	0	0
96	69	0	0	0
96	341	0	0	0
97	88	0	0	0
98	326	0	0	0
105	50	0	0	0
100	145	0	0	0
107	54	0	0	0
101	136	0	0	0
102	20	0	0	0
105	261	0	0	0
100	101	0	0	0
103	87	0	0	0
101	232	0	0	0
101	140	0	0	0
101	11	0	0	0
100	92	0	0	0
107	7	0	0	0
100	25	0	0	0
97	21	0	0	0
98	386	0	0	0
96	21	0	0	0
282	60	0	0	0
98	136	0	0	0
97	123	0	0	0
101	24	0	0	0
107	6	0	0	0
96	73	0	0	0
96	169	0	0	0
96	24	0	0	0
96	92	0	0	0
97	11	0	0	0
96	157	0	0	0
96	380	0	0	0
96	192	0	0	0
100	55	0	0	0
96	228	0	0	0
96	36	0	0	0
96	93	0	0	0
96	4	0	0	0
96	255	0	0	0
96	133	0	0	0
97	112	0	0	0
96	9	0	0	0
97	14	0	0	0
102	325	0	0	0
98	160	0	0	0
97	361	0	0	0
97	187	0	0	0
97	58	0	0	0
96	208	0	0	0
97	261	0	0	0
97	104	0	0	0
97	73	0	0	0
97	56	0	0	0
97	21	0	0	0
102	167	0	0	0
98	220	0	0	0
97	128	0	0	0
96	156	0	0	0
99	7	0	0	0
106	23	0	0	0
97	148	0	0	0
105	111	0	0	0
103	62	0	0	0
102	44	0	0	0
99	58	0	0	0
99	197	0	0	0
99	9	0	0	0
98	16	0	0	0
100	128	0	0	0
99	15	0	0	0
99	2	0	0	0
99	132	0	0	0
101	69	0	0	0
103	92	0	0	0
100	32	0	0	0
99	278	0	0	0
99	133	0	0	0
98	13	0	0	0
102	110	0	0	0
99	321	0	0	0
99	90	0	0	0
98	180	0	0	0
97	122	0	0	0
98	34	0	0	0
101	16	0	0	0
99	48	0	0	0
97	9	0	0	0
98	58	0	0	0
98	7	0	0	0
98	171	0	0	0
98	158	0	0	0
99	55	0	0	0
98	69	0	0	0
99	80	0	0	0
101	34	0	0	0
99	99	0	0	0
99	87	0	0	0
98	79	0	0	0
99	286	0	0	0
98	28	0	0	0
107	35	0	0	0
103	84	0	0	0
99	2	0	0	0
100	186	0	0	0
102	20	0	0	0
98	474	0	0	0
99	359	0	0	0
98	28	0	0	0
99	278	0	0	0
99	44	0	0	0
98	3	0	0	0
98	13	0	0	0
101	242	0	0	0
102	181	0	0	0
103	94	0	0	0
100	44	0	0	0
98	88	0	0	0
98	133	0	0	0
98	136	0	0	0
98	87	0	0	0
98	92	0	0	0
98	25	0	0	0
142	9	0	0	0
158	60	0	0	0
165	88	0	0	0
162	633	0	0	0
155	44	0	0	0
156	69	0	0	0
154	55	0	0	0
157	36	0	0	0
153	68	0	0	0
154	4	0	0	0
154	89	0	0	0
153	14	0	0	0
143	20	0	0	0
145	361	0	0	0
154	59	0	0	0
144	208	0	0	0
145	73	0	0	0
142	220	0	0	0
153	7	0	0	0
144	13	0	0	0
148	32	0	0	0
153	100	0	0	0
145	110	0	0	0
147	180	0	0	0
150	9	0	0	0
145	9	0	0	0
147	41	0	0	0
156	191	0	0	0
140	69	0	0	0
141	30	0	0	0
156	44	0	0	0
152	7	0	0	0
141	20	0	0	0
143	13	0	0	0
151	48	0	0	0
148	3	0	0	0
142	40	0	0	0
143	629	0	0	0
144	40	0	0	0
147	133	0	0	0
148	151	0	0	0
156	9	0	0	0
148	69	0	0	0
147	126	0	0	0
144	59	0	0	0
141	31	0	0	0
146	180	0	0	0
146	191	0	0	0
148	299	0	0	0
153	30	0	0	0
137	44	0	0	0
141	143	0	0	0
148	629	0	0	0
141	6	0	0	0
138	111	0	0	0
146	126	0	0	0
144	25	0	0	0
142	279	0	0	0
146	111	0	0	0
150	279	0	0	0
140	70	0	0	0
139	126	0	0	0
147	27	0	0	0
138	67	0	0	0
144	126	0	0	0
140	115	0	0	0
136	131	0	0	0
140	17	0	0	0
137	81	0	0	0
145	67	0	0	0
150	259	0	0	0
141	57	0	0	0
139	36	0	0	0
141	115	0	0	0
147	87	0	0	0
139	133	0	0	0
146	61	0	0	0
135	61	0	0	0
154	17	0	0	0
140	70	0	0	0
133	81	0	0	0
142	194	0	0	0
149	70	0	0	0
148	82	0	0	0
141	6	0	0	0
143	84	0	0	0
137	23	0	0	0
138	259	0	0	0
845	8	0	0	0
140	36	0	0	0
141	32	0	0	0
143	421	0	0	0
152	190	0	0	0
140	133	0	0	0
144	52	0	0	0
148	23	0	0	0
155	61	0	0	0
89	61	0	0	0
87	91	0	0	0
86	10	0	0	0
97	255	0	0	0
86	36	0	0	0
86	164	0	0	0
87	146	0	0	0
89	8	0	0	0
86	36	0	0	0
86	321	0	0	0
86	4	0	0	0
88	101	0	0	0
91	70	0	0	0
87	6	0	0	0
90	29	0	0	0
88	117	0	0	0
86	37	0	0	0
88	56	0	0	0
85	98	0	0	0
84	68	0	0	0
91	127	0	0	0
87	18	0	0	0
88	84	0	0	0
87	40	0	0	0
86	6	0	0	0
87	178	0	0	0
91	38	0	0	0
86	58	0	0	0
85	7	0	0	0
110	188	0	0	0
132	148	0	0	0
132	51	0	0	0
122	35	0	0	0
87	15	0	0	0
85	19	0	0	0
91	197	0	0	0
86	8	0	0	0
85	111	0	0	0
87	99	0	0	0
85	60	0	0	0
85	36	0	0	0
87	123	0	0	0
92	129	0	0	0
86	17	0	0	0
86	76	0	0	0
87	190	0	0	0
90	444	0	0	0
89	149	0	0	0
86	58	0	0	0
86	150	0	0	0
85	52	0	0	0
87	99	0	0	0
101	103	0	0	0
88	23	0	0	0
87	3	0	0	0
86	34	0	0	0
85	112	0	0	0
85	57	0	0	0
88	31	0	0	0
86	36	0	0	0
86	56	0	0	0
85	10	0	0	0
86	11	0	0	0
85	280	0	0	0
87	94	0	0	0
84	83	0	0	0
85	80	0	0	0
86	4	0	0	0
86	341	0	0	0
85	255	0	0	0
90	113	0	0	0
84	54	0	0	0
130	121	0	0	0
129	125	0	0	0
129	36	0	0	0
131	334	0	0	0
129	41	0	0	0
135	95	0	0	0
153	61	0	0	0
221	314	0	0	0
137	309	0	0	0
129	32	0	0	0
135	218	0	0	0
130	403	0	0	0
131	8	0	0	0
139	146	0	0	0
135	103	0	0	0
132	36	0	0	0
126	326	0	0	0
85	153	0	0	0
86	34	0	0	0
85	99	0	0	0
85	25	0	0	0
85	119	0	0	0
91	4	0	0	0
87	132	0	0	0
86	30	0	0	0
85	15	0	0	0
85	15	0	0	0
85	23	0	0	0
86	50	0	0	0
84	165	0	0	0
83	115	0	0	0
84	29	0	0	0
86	341	0	0	0
145	75	0	0	0
86	50	0	0	0
85	358	0	0	0
84	37	0	0	0
86	261	0	0	0
89	98	0	0	0
87	232	0	0	0
86	140	0	0	0
85	80	0	0	0
85	92	0	0	0
83	131	0	0	0
84	21	0	0	0
89	394	0	0	0
85	123	0	0	0
88	18	0	0	0
86	25	0	0	0
85	6	0	0	0
90	169	0	0	0
85	29	0	0	0
85	84	0	0	0
85	11	0	0	0
86	114	0	0	0
84	242	0	0	0
101	192	0	0	0
87	178	0	0	0
88	255	0	0	0
87	32	0	0	0
89	112	0	0	0
85	19	0	0	0
85	325	0	0	0
87	126	0	0	0
93	227	0	0	0
84	187	0	0	0
86	104	0	0	0
85	32	0	0	0
89	58	0	0	0
86	56	0	0	0
86	18	0	0	0
84	167	0	0	0
125	176	0	0	0
132	156	0	0	0
136	70	0	0	0
134	7	0	0	0
139	148	0	0	0
136	148	0	0	0
125	58	0	0	0
134	221	0	0	0
128	35	0	0	0
124	197	0	0	0
131	60	0	0	0
124	16	0	0	0
132	75	0	0	0
128	15	0	0	0
128	2	0	0	0
133	21	0	0	0
127	69	0	0	0
130	278	0	0	0
130	46	0	0	0
131	13	0	0	0
138	90	0	0	0
138	180	0	0	0
126	55	0	0	0
127	34	0	0	0
136	57	0	0	0
122	19	0	0	0
124	126	0	0	0
131	7	0	0	0
134	171	0	0	0
134	55	0	0	0
132	111	0	0	0
128	99	0	0	0
121	34	0	0	0
125	45	0	0	0
124	79	0	0	0
134	5	0	0	0
121	35	0	0	0
124	2	0	0	0
119	6	0	0	0
123	474	0	0	0
126	36	0	0	0
126	4	0	0	0
