0	0	1889
1	576	3078
2	1027	3189
3	1466	3253
4	1908	9572
5	2349	9660
6	2952	9686
7	10786	11970
8	11182	12285
9	11556	12666
10	11932	13049
11	12307	13425
12	12679	13791
13	13055	14177
14	13428	14539
15	13810	15768
16	14190	15814
17	14572	15852
18	14945	16041
19	15316	16408
20	15685	17512
21	16057	17583
22	16429	20584
23	16803	20635
24	17187	20664
25	17573	20692
26	17961	20719
27	18345	20746
28	18710	20776
29	19067	20803
30	19421	20830
31	19781	20950
32	20135	21234
33	20496	21600
34	20861	22061
35	21276	22348
36	21631	22696
37	21982	23041
38	22331	23465
39	22682	23815
40	23035	24167
41	23388	24472
42	23742	24804
43	24094	25154
44	24444	25549
45	24795	25896
46	25148	26215
47	25502	26569
48	25853	26916
49	26205	27269
50	26556	27619
51	26908	27973
52	27264	28324
53	27616	28679
54	27970	29030
55	28322	29384
56	28674	29737
57	29027	30096
58	29382	30444
59	29735	30807
60	30093	31223
61	30445	31514
62	30799	31927
63	31149	32216
64	31501	32632
65	31852	32919
66	32204	33333
67	32555	33623
68	32909	34013
69	33263	34338
70	33615	34713
71	33968	35035
72	34319	35384
73	34671	35744
74	35023	36090
75	35377	36440
76	35730	36790
77	36081	37143
78	36433	37499
79	36789	37857
80	37142	38204
81	37494	38558
82	37848	38908
83	38200	39274
84	38555	39625
85	38908	39972
86	39261	40327
87	39612	40702
88	39964	41034
89	40315	41383
90	40667	41743
91	41030	42091
92	41383	42480
93	41735	42827
94	42087	43149
95	42440	43553
96	42803	43874
97	43163	44232
98	43515	44586
99	43875	44943
