1	0
2	987
3	1817
4	2638
5	10518
6	11501
7	14186
8	14924
9	15661
10	16464
11	17231
12	18009
13	18751
14	19644
15	20528
16	21357
17	22231
18	23107
19	23863
20	24600
21	25339
22	26075
23	26811
24	27548
25	28284
26	29021
27	29768
28	30504
29	31240
30	31976
31	32713
32	33448
33	34183
34	34919
35	35654
36	36389
37	37125
38	37860
39	38596
40	39331
41	40068
42	40805
43	41542
44	42281
45	43018
46	43755
47	44494
48	45231
49	45968
50	46706
51	47443
52	48181
53	48919
54	49656
55	50393
56	51130
57	51867
58	52607
59	53344
60	54082
61	54819
62	55557
63	56294
64	57031
65	57768
66	58506
67	59243
68	59980
69	60717
70	61455
71	62195
72	62932
73	63670
74	64407
75	65145
76	65882
77	66621
78	67359
79	68096
80	68834
81	69571
82	70309
83	71046
84	71784
85	72521
86	73258
87	73996
88	74733
89	75471
90	76212
91	76949
92	77687
93	78426
94	79164
95	79901
96	80639
97	81377
98	82114
99	82851
100	83589
101	84326
102	85064
103	85801
104	86539
105	87276
106	88014
107	88750
108	89488
109	90225
110	90962
111	91698
112	92433
113	93177
114	93913
115	94648
116	95385
117	96122
118	96858
119	97594
120	98330
121	99065
122	99800
123	100536
124	101271
125	102009
126	102771
127	103507
128	104243
129	104979
130	105716
131	106452
132	107196
133	107933
134	108670
135	109408
136	110144
137	110883
138	111621
139	112359
140	113097
141	113837
142	114575
143	115312
144	116050
145	116788
146	117524
147	118260
148	118996
149	119732
150	120468
151	121207
152	121942
153	122678
154	123414
155	124150
156	124886
157	125624
158	126361
159	127099
160	127837
161	128574
162	129312
163	130049
164	130787
165	131525
166	132263
167	133000
168	133738
169	134476
170	135226
171	135964
172	136702
173	137442
174	138179
175	138917
176	139654
177	140392
178	141129
179	141868
180	142605
181	143343
182	144081
183	144819
184	145557
185	146295
186	147034
187	147772
188	148510
189	149250
190	149987
191	150725
192	151463
193	152212
194	152950
195	153688
196	154425
197	155163
198	155900
199	156638
200	157377
201	158114
202	158852
203	159590
204	160328
205	161068
206	161806
207	162544
208	163282
209	164019
210	164757
211	165495
212	166252
213	166994
214	167732
215	168470
216	169211
217	169949
218	170687
219	171425
220	172163
221	172903
222	173641
223	174379
224	175116
225	175854
226	176592
227	177330
228	178068
229	178806
230	179544
231	180282
232	181019
233	181757
234	182495
235	183233
236	183970
237	184711
238	185448
239	186186
240	186924
241	187662
242	188399
243	189137
244	189874
245	190611
246	191349
247	192086
248	192825
249	193562
250	194300
251	195038
252	195776
253	196516
254	197254
255	197992
256	198730
257	199468
258	200219
259	200956
260	201694
261	202432
262	203170
263	203908
264	204646
265	205384
266	206121
267	206859
268	207597
269	208337
270	209075
271	209813
272	210551
273	211289
274	212027
275	212765
276	213503
277	214241
278	214978
279	215716
280	216458
281	217202
282	217939
283	218675
284	219411
285	220149
286	220884
287	221621
288	222356
289	223094
290	223832
291	224570
292	225308
293	226046
294	226784
295	227522
296	228260
297	228998
298	229735
299	230473
300	231214
301	231954
302	232692
303	233430
304	234167
305	234905
306	235643
307	236380
308	237118
309	237856
310	238594
311	239331
312	240069
313	240806
314	241544
315	242282
316	243019
317	243759
318	244497
319	245235
320	245973
321	246710
322	247448
323	248186
324	248924
325	249662
326	250399
327	251137
328	251875
329	252613
330	253351
331	254087
332	254824
333	255563
334	256300
335	257037
336	257774
337	258512
338	259249
339	259986
340	260723
341	261476
342	262215
343	262949
344	263684
345	264419
346	265153
347	265888
348	266621
349	267358
350	268093
351	268828
352	269563
353	270297
354	271032
355	271767
356	272502
357	273237
358	273972
359	274707
360	275441
361	276175
362	276910
363	277645
364	278379
365	279113
366	279846
367	280579
368	281312
369	282045
370	282780
371	283515
372	284250
373	284984
374	285719
375	286454
376	287196
377	287930
378	288665
379	289404
380	290139
381	290876
382	291610
383	292345
384	293080
385	293815
386	294550
387	295287
388	296022
389	296756
390	297491
391	298225
392	298959
393	299692
394	300425
395	301167
396	301903
397	302638
398	303373
399	304107
400	304840
401	305574
402	306308
403	307043
404	307776
405	308510
406	309243
407	309977
408	310710
409	311453
410	312185
411	312918
412	313653
413	314388
414	315121
415	315854
416	316587
417	317322
418	318057
419	318794
420	319529
421	320264
422	320998
423	321733
424	322468
425	323206
426	323941
427	324675
428	325410
429	326148
430	326883
431	327618
432	328352
433	329087
434	329822
435	330557
436	331292
437	332027
438	332762
439	333497
440	334232
441	334966
442	335701
443	336436
444	337177
445	337915
446	338649
447	339384
448	340119
449	340853
450	341588
451	342323
452	343057
453	343792
454	344527
455	345261
456	345996
457	346731
458	347465
459	348201
460	348934
461	349669
462	350402
463	351137
464	351870
465	352603
466	353336
467	354069
468	354802
469	355535
470	356268
471	357001
472	357736
473	358471
474	359209
475	359943
476	360678
477	361415
478	362150
479	362884
480	363619
481	364354
482	365088
483	365823
484	366557
485	367292
486	368027
487	368762
488	369497
489	370232
490	370966
491	371701
492	372436
493	373173
494	373908
495	374642
496	375377
497	376115
498	376851
499	377586
500	378319
501	379052
502	379786
503	380521
504	381256
505	381991
506	382726
507	383460
508	384198
509	384935
510	385670
511	386405
512	387140
513	387874
514	388609
515	389343
516	390078
517	390813
518	391547
519	392281
520	393015
521	393752
522	394488
523	395222
524	395977
525	396716
526	397452
527	398193
528	398928
529	399662
530	400397
531	401132
532	401865
533	402599
534	403333
535	404067
536	404802
537	405537
538	406280
539	407015
540	407749
541	408488
542	409222
543	409957
544	410692
545	411427
546	412170
547	412905
548	413640
549	414374
550	415108
551	415843
552	416577
553	417312
554	418047
555	418781
556	419515
557	420252
558	420986
559	421721
560	422455
