0	1000	0	10000
1065	90	0	10000
130	174	0	10000
2558	162	0	10000
4133	174	0	10000
3131	162	0	10000
4221	174	0	10000
3269	162	0	10000
3218	150	0	10000
1671	174	0	10000
2608	90	0	10000
694	162	0	10000
2860	150	0	10000
1462	174	0	10000
2424	90	0	10000
915	162	0	10000
4604	174	0	10000
2849	162	0	10000
4208	174	0	10000
1646	150	0	10000
1384	162	0	10000
2077	90	0	10000
2085	174	0	10000
1284	150	0	10000
1912	162	0	10000
1739	90	0	10000
2635	174	0	10000
2778	162	0	10000
4089	174	0	10000
2962	162	0	10000
4239	174	0	10000
2865	162	0	10000
4102	174	0	10000
2996	162	0	10000
4212	174	0	10000
2845	162	0	10000
4148	174	0	10000
2947	162	0	10000
4330	174	0	10000
4458	162	0	10000
4059	174	0	10000
4677	162	0	10000
4121	174	0	10000
4854	162	0	10000
4072	174	0	10000
3098	162	0	10000
4190	174	0	10000
2876	162	0	10000
4066	174	0	10000
3020	162	0	10000
1195	150	0	10000
3002	174	0	10000
861	90	0	10000
2347	162	0	10000
1038	150	0	10000
3257	174	0	10000
225	90	0	10000
2869	162	0	10000
4157	174	0	10000
3114	162	0	10000
4249	174	0	10000
2837	162	0	10000
4359	174	0	10000
2940	162	0	10000
4252	174	0	10000
2958	162	0	10000
3446	162	0	10000
716	174	0	10000
3024	162	0	10000
1084	74	0	10000
3791	174	0	10000
461	162	0	10000
3592	162	0	10000
1529	74	0	10000
2686	174	0	10000
2932	162	0	10000
1379	66	0	10000
2780	174	0	10000
2994	162	0	10000
1536	1000	0	10000
90	90	0	10000
2141	1000	0	10000
82	90	0	10000
655	174	0	10000
1481	1000	0	10000
100	90	0	10000
979	1000	0	10000
92	90	0	10000
1260	1000	0	10000
96	90	0	10000
353	162	0	10000
1901	1000	0	10000
90	90	0	10000
2051	1000	0	10000
113	90	0	10000
188	66	0	10000
324	174	0	10000
1826	66	0	10000
1344	162	0	10000
1757	1000	0	10000
90	90	0	10000
1865	1000	0	10000
91	90	0	10000
759	174	0	10000
2981	162	0	10000
4096	174	0	10000
2957	162	0	10000
4109	174	0	10000
2988	162	0	10000
4683	1000	0	10000
127	90	0	10000
366	174	0	10000
1372	1000	0	10000
96	90	0	10000
1617	1000	0	10000
134	90	0	10000
1287	1000	0	10000
133	90	0	10000
341	162	0	10000
1209	1000	0	10000
110	90	0	10000
1479	1000	0	10000
188	90	0	10000
2404	174	0	10000
185	66	0	10000
2910	1000	0	10000
168	90	0	10000
3985	1000	0	10000
249	90	0	10000
570	162	0	10000
4879	174	0	10000
3888	162	0	10000
215	66	0	10000
4032	174	0	10000
334	66	0	10000
2721	162	0	10000
4037	174	0	10000
12261	1000	0	10000
83	90	0	10000
1316	1000	0	10000
88	90	0	10000
1619	1000	0	10000
183	90	0	10000
1358	1000	0	10000
87	90	0	10000
1527	1000	0	10000
77	90	0	10000
1273	1000	0	10000
88	90	0	10000
2273	66	0	10000
2181	1000	0	10000
80	90	0	10000
1199	1000	0	10000
2320	90	0	10000
14305	162	0	10000
4068	90	0	10000
4169	162	0	10000
3405	90	0	10000
28933	162	0	10000
4096	174	0	10000
5697	150	0	10000
3513	90	0	10000
3248	150	0	10000
3476	90	0	10000
15265	116	0	10000
23242	150	0	10000
3080	142	0	10000
4700	158	0	10000
13073	1000	0	10000
154	458	0	10000
19264	150	0	10000
3240	142	0	10000
4617	158	0	10000
18935	1000	0	10000
146	518	0	10000
423	154	0	10000
915	826	0	10000
3536	142	0	10000
6136	162	0	10000
12275	1000	0	10000
92	242	0	10000
4749	64	0	10000
1847	66	0	10000
16754	1000	0	10000
133	90	0	10000
4980	66	0	10000
15301	1000	0	10000
82	90	0	10000
1321	1000	0	10000
73	90	0	10000
8242	150	0	10000
3422	142	0	10000
4824	158	0	10000
44013	154	0	10000
3165	142	0	10000
5486	162	0	10000
1366	1000	0	10000
76	518	0	10000
1843	1000	0	10000
170	518	0	10000
1311	1000	0	10000
80	278	0	10000
8292	1000	0	10000
104	242	0	10000
2304	154	0	10000
3709	106	0	10000
30159	66	0	10000
12373	162	0	10000
4030	1000	0	10000
75	90	0	10000
367	174	0	10000
1053	1000	0	10000
74	90	0	10000
3513	162	0	10000
1072	1000	0	10000
92	90	0	10000
2112	1000	0	10000
85	90	0	10000
2139	1000	0	10000
95	90	0	10000
371	174	0	10000
225	150	0	10000
1743	1000	0	10000
91	90	0	10000
2162	1000	0	10000
89	90	0	10000
328	162	0	10000
1918	1000	0	10000
162	90	0	10000
1821	66	0	10000
655	174	0	10000
2114	1000	0	10000
93	90	0	10000
171	106	0	10000
941	162	0	10000
987	1000	0	10000
89	90	0	10000
3024	150	0	10000
318	174	0	10000
2900	162	0	10000
