0	0	5210
1	6336	8224
2	9102	11424
3	11832	14641
4	14555	17832
5	17267	21038
6	19975	24258
7	22726	27456
8	25427	30670
9	28131	33871
10	30831	37078
11	33531	40285
12	36230	43493
13	38931	46698
14	41634	49905
15	44334	53112
16	47034	56319
17	49734	59526
18	52433	62733
19	55133	65940
20	57834	69146
21	60534	72354
22	63234	75561
23	65934	78767
24	68640	81974
25	71343	85181
26	74043	88389
27	76743	91595
28	79443	94802
29	82144	98008
30	84850	101216
31	87550	104424
32	90250	107630
33	92956	110837
34	95659	114043
35	98359	117251
36	101062	120458
37	103761	123665
38	106461	126872
39	109161	130077
40	111861	133284
41	114561	136491
42	117264	139697
43	119968	142904
44	122668	146110
45	125368	149318
46	128068	152525
47	130768	155731
48	133468	158938
49	136168	162145
50	138867	165352
51	141571	168559
52	144275	171765
53	146979	174972
54	149681	178178
55	152383	181386
56	155083	184592
57	157783	187799
58	160486	191006
59	163186	194213
60	165886	197420
61	168599	200627
62	171300	203835
63	174000	207042
64	176700	210248
65	179400	213455
66	182100	216663
67	184807	219868
68	187514	223075
69	190219	226282
70	192923	229495
71	195624	232698
72	198324	235905
73	201025	239113
74	203727	242320
75	206427	245526
76	209127	248733
77	211827	251940
78	214527	255148
79	217227	258354
80	219928	261560
81	222628	264768
82	225327	267974
83	228027	271180
84	230728	274387
85	233428	277595
86	236128	280802
87	238828	284009
88	241530	287215
89	244230	290423
90	246932	293629
91	249633	296836
92	252334	300042
93	255034	303249
94	257733	306457
95	260433	309663
96	263133	312870
97	265834	316077
98	268534	319283
99	271234	322490
