0.001340 1090
0.001508 174
0.004176 162
0.008140 174
0.011036 162
0.015072 174
0.017892 162
0.020604 150
0.022032 174
0.024300 90
0.024752 162
0.027356 150
0.028692 174
0.030840 90
0.031608 162
0.035844 174
0.038468 162
0.042524 174
0.044044 150
0.045324 162
0.047296 90
0.049248 174
0.050360 150
0.052184 162
0.053820 90
0.056356 174
0.059044 162
0.063028 174
0.065900 162
0.070032 174
0.072760 162
0.076728 174
0.079616 162
0.083732 174
0.086476 162
0.090484 174
0.093332 162
0.097492 174
0.101832 162
0.105752 174
0.110332 162
0.114340 174
0.118832 162
0.122752 174
0.125692 162
0.129772 174
0.132552 162
0.136512 174
0.139408 162
0.140512 150
0.143348 174
0.144060 90
0.146268 162
0.147108 150
0.150280 174
0.150368 90
0.153124 162
0.157056 174
0.159984 162
0.164112 174
0.166844 162
0.170900 174
0.173700 162
0.177716 174
0.180560 162
0.183884 162
0.184504 174
0.187416 162
0.188372 74
0.192060 174
0.192420 162
0.195916 162
0.197352 74
0.199944 174
0.202776 162
0.204056 66
0.206744 174
0.209636 162
0.211068 1090
0.213024 1090
0.213600 174
0.214992 1090
0.215880 1090
0.216944 1090
0.217088 162
0.218892 1090
0.220848 1090
0.220932 66
0.221088 174
0.222700 66
0.223948 162
0.225600 1090
0.227356 1090
0.227908 174
0.230808 162
0.234808 174
0.237664 162
0.241648 174
0.244524 162
0.249108 1090
0.249272 174
0.250376 1090
0.251904 1090
0.253104 1090
0.253252 162
0.254348 1090
0.255736 1090
0.257924 174
0.258008 66
0.260724 1090
0.262444 1090
0.262592 162
0.267308 174
0.271092 162
0.271176 66
0.275112 174
0.275316 66
0.277952 162
0.281908 174
0.294076 1090
0.295220 1090
0.296692 1090
0.297800 1090
0.299104 1090
0.300300 1090
0.302484 66
0.304580 1090
0.305688 1090
0.321908 162
0.325828 90
0.329888 162
0.333212 90
0.361956 162
0.365908 174
0.371488 150
0.374912 90
0.378068 150
0.381456 90
0.396568 116
0.419628 150
0.422604 142
0.427136 158
0.440040 1458
0.459220 150
0.462332 142
0.466840 158
0.485596 1518
0.485736 154
0.486504 826
0.489900 142
0.495856 162
0.507976 1242
0.512644 64
0.514396 66
0.530968 1090
0.535760 66
0.550968 1090
0.552120 1090
0.560224 150
0.563544 142
0.568056 158
0.611888 154
0.614964 142
0.620368 162
0.621656 1518
0.623308 1518
0.624384 1278
0.632492 1242
0.634736 154
0.638312 106
0.668368 66
0.680604 162
0.684548 1090
0.684712 174
0.685688 1090
0.689104 162
0.690084 1090
0.692040 1090
0.694004 1090
0.694172 174
0.694312 150
0.695952 1090
0.697908 1090
0.698056 162
0.699864 1090
0.701500 66
0.702068 174
0.703980 1090
0.704080 106
0.704912 162
0.705816 1090
0.708760 150
0.708984 174
0.711772 162
0.712892 142
0.715984 174
0.716568 158
0.718628 162
0.722572 174
0.725488 162
0.726140 66
0.729404 174
0.732344 162
0.736728 174
0.740844 162
0.744908 174
0.747704 162
0.751896 174
0.754564 162
0.758484 174
0.761420 162
0.765508 174
0.768276 162
0.769512 1518
0.770352 674
0.772116 162
0.772192 64
0.772544 174
0.775136 162
0.775668 90
0.779120 174
0.779728 162
0.781996 162
0.783264 90
0.785964 174
0.788856 162
0.792976 158
0.793168 174
0.795712 162
0.799680 174
0.802568 162
0.806552 174
0.809428 162
0.813628 174
0.817652 1518
0.817928 162
0.818232 206
0.823064 174
0.828068 162
0.832296 174
0.836568 162
0.836724 158
0.840776 174
0.843428 162
0.847488 174
0.848008 630
0.850288 162
0.854232 174
0.857144 162
0.857228 66
0.861320 174
0.864004 162
0.868008 174
0.870860 162
0.874896 174
0.877720 162
0.882112 1090
0.882280 174
0.886220 162
0.886908 66
0.890400 174
0.893076 162
0.897012 174
0.899936 162
0.904088 174
0.906792 162
0.910632 1090
0.910944 174
0.913652 162
0.916292 150
0.917660 174
0.920512 162
0.924468 174
0.927368 162
0.931532 174
0.934228 162
0.938196 174
0.938304 98
0.941084 162
0.941976 150
0.945072 174
0.947944 162
0.951392 94
0.951968 174
0.954800 162
0.956040 150
0.958736 174
0.958972 142
0.961660 162
0.963492 158
0.965804 174
0.968516 162
0.972824 174
0.975376 162
0.979404 174
0.982236 162
0.986200 174
0.988400 206
0.989092 162
0.993400 174
0.995460 150
0.997592 162
0.998480 142
1.001616 174
1.002996 158
1.004452 162
1.008472 174
1.011308 162
1.015284 174
1.018168 162
1.022128 174
1.025028 162
1.028988 174
1.031884 162
1.034796 882
1.035928 174
1.038744 162
1.042740 174
1.044404 86
1.045600 162
1.047940 162
1.048088 150
1.049552 174
1.052460 162
1.056384 174
1.059320 162
1.063292 174
1.066176 162
1.070420 174
1.073036 162
1.077016 174
1.085092 98
1.089864 150
1.111104 1090
1.113056 1090
1.115016 1090
1.116968 1090
1.118920 1090
1.120872 1090
1.122492 66
1.125052 1090
1.126808 1090
1.127520 82
1.131204 150
1.133872 142
1.138456 158
1.145548 162
1.149500 174
1.160064 66
1.167580 1418
1.186624 150
1.190164 90
1.193208 150
1.196696 90
1.206896 162
1.210460 90
1.214532 162
1.218036 90
1.270576 154
1.273612 142
1.279056 162
1.291180 1242
1.328512 66
1.348848 1090
1.353204 66
1.371952 1090
1.375712 66
1.382796 1090
1.387372 66
1.401656 154
1.404740 142
1.409312 1090
1.410572 1090
1.410720 162
1.412048 1090
1.413164 1090
1.414452 1090
1.415736 1090
1.417980 66
1.420056 1090
1.421168 1090
1.424196 1242
1.429852 66
1.455192 1090
1.456332 1090
1.457808 1090
1.458996 1090
1.460232 1090
1.461496 1090
1.463700 66
1.465712 1090
1.466896 1090
1.473552 66
1.480800 162
1.484792 174
1.489304 162
1.493412 174
1.496160 162
1.500176 1090
1.500340 174
1.501584 1090
1.502784 1090
1.503020 162
1.504232 1090
1.505388 1090
1.506912 1090
1.508224 174
1.509096 66
1.511972 1090
1.512120 162
1.513304 1090
1.517092 174
1.520620 162
1.523548 66
1.524568 174
1.524688 66
1.527476 162
1.531500 1090
1.531668 174
1.533456 1090
1.534336 162
1.535416 1090
1.537368 1090
1.538548 174
1.539444 1090
1.541272 1090
1.541420 162
1.544108 66
1.546048 1090
1.546936 1090
1.547824 1090
1.548716 1090
1.548884 174
1.549772 1090
1.551200 1090
1.551560 162
1.552508 1090
1.553904 1090
1.556244 174
1.556320 66
1.559268 1090
1.560060 162
1.561436 1090
1.562736 1090
1.564136 1090
1.564300 174
1.565296 1090
1.566836 1090
1.567968 1090
1.569176 1090
1.569324 162
1.571356 66
1.574152 1090
1.574320 174
1.575628 1090
1.575712 66
1.577824 162
1.582012 174
1.582184 66
1.584684 162
1.588656 174
1.591540 162
1.593908 66
1.595528 174
1.598396 162
1.602384 174
1.605256 162
1.609216 174
1.612848 1090
1.612992 162
1.614156 1090
1.615452 1090
1.616692 1090
1.617960 1090
1.618128 174
1.619440 1090
1.621492 162
1.621668 66
1.624856 1090
1.626364 1090
1.626528 174
1.629388 1090
1.630500 1090
1.630644 162
1.631700 1090
1.632896 1090
1.634108 1090
1.635304 1090
1.635588 174
1.637504 66
1.639444 1090
1.639588 162
1.640568 1090
1.640716 162
1.640796 66
1.644300 174
1.646004 90
1.646956 66
1.648088 162
1.650736 162
1.652380 174
1.654240 90
1.654948 162
1.659016 174
1.661804 162
1.665744 174
1.667000 1090
1.668424 1090
1.668664 162
1.669636 1090
1.671040 1090
1.673080 1090
1.674844 1090
1.675012 174
1.677820 1090
1.677900 66
1.679032 1090
1.679180 162
1.680688 1090
1.681880 1090
1.683208 1090
1.684468 1090
1.684636 174
1.685928 1090
1.687044 1090
1.687128 66
1.687680 162
1.688220 64
1.689424 1090
1.691168 1090
1.692720 174
1.696028 66
1.696240 162
1.700228 174
1.703096 162
1.707204 174
1.709956 162
1.713908 174
1.716812 162
1.720960 174
1.722172 1090
1.722256 66
1.723468 1090
1.723672 162
1.725264 1090
1.726376 1090
1.727632 1090
1.728900 1090
1.729068 174
1.731084 66
1.732172 162
1.733060 1090
1.734288 1090
1.738228 174
1.740672 162
1.744632 174
1.747528 162
1.750056 1090
1.751772 174
1.754388 162
1.755876 64
1.758356 174
1.758832 150
1.761096 142
1.761248 162
1.764580 194
1.765200 174
1.768104 162
1.772972 1090
1.773132 174
1.774200 1090
1.775428 1090
1.776652 1090
1.776796 162
1.777860 1090
1.779084 1090
1.780512 66
1.780816 174
1.783496 1090
1.783656 162
1.784712 1090
1.787884 174
1.790516 162
1.794560 174
1.797372 162
1.799640 66
1.801408 174
1.803632 1090
1.804868 1090
1.805012 162
1.808968 174
1.811868 162
1.815920 174
1.818732 162
1.822736 174
1.824388 174
1.825588 162
1.826916 66
1.829048 150
1.829596 174
1.831408 142
1.831484 66
1.832448 162
1.836420 174
1.838144 150
1.839304 162
1.840284 142
1.843256 174
1.843428 158
1.844628 86
1.845980 174
1.846164 162
1.848200 162
1.849680 162
1.850236 174
1.852460 202
1.853020 162
1.856080 1090
1.857496 1090
1.857628 150
1.857796 174
1.858688 1090
1.860116 1090
1.861220 1090
1.861392 142
1.861540 162
1.862500 1090
1.864684 66
1.865600 150
1.866628 1090
1.866796 174
1.867792 1090
1.867936 142
1.870040 162
1.872360 66
1.875336 174
1.876660 66
1.878540 162
1.882512 174
1.885400 162
1.889376 174
1.893900 162
1.897912 174
1.900756 162
1.901744 1090
1.902876 1090
1.904344 1090
1.905456 1090
1.905624 174
1.906664 1090
1.908152 1090
1.909460 1090
1.910640 66
1.912696 1090
1.913820 1090
1.918324 66
1.924196 66
1.925352 66
1.931004 64
1.951656 1090
1.952876 1090
1.954352 1090
1.955668 1090
1.956556 1090
1.957468 1090
1.958356 1090
1.959260 1090
1.960148 1090
1.961048 1090
1.961968 1090
1.962856 1090
1.963764 1090
1.964652 1090
1.964732 66
1.964872 66
1.965828 1090
1.966752 1090
1.967856 1090
1.968760 1090
1.969648 1090
1.970548 1090
1.971440 1090
1.972556 1090
1.973728 66
1.975680 1090
1.976800 1090
1.981740 66
1.986160 66
1.991404 150
1.993556 142
1.996312 162
1.996444 150
1.998588 142
2.000388 174
2.003396 158
2.006516 210
2.007632 1090
2.008896 1090
2.010256 1090
2.011144 1090
2.012212 1090
2.012348 150
2.013240 1090
2.014172 1090
2.014552 142
2.016124 1090
2.017012 1090
2.018080 1090
2.018212 150
2.019612 1090
2.020504 1090
2.020876 142
2.021800 66
2.024572 66
2.025004 158
2.026332 1090
2.027220 1090
2.028108 1090
2.029000 1090
2.029296 334
2.030188 1090
2.031892 1090
2.033000 1090
2.034296 1090
2.035548 1090
2.035764 150
2.037048 1090
2.038652 142
2.039252 66
2.041272 1090
2.042476 1090
2.042780 158
2.050004 1214
2.061100 66
2.063304 150
2.065476 142
2.069624 158
2.073848 338
2.080440 150
2.084520 142
2.088652 158
2.093244 434
2.098760 150
2.101284 66
2.102712 90
2.105760 150
2.107580 162
2.109896 90
2.111492 154
2.112988 90
2.114552 142
2.117044 162
2.119968 162
2.120340 90
2.122364 150
2.125820 106
2.130196 150
2.132204 1242
2.134716 106
2.139052 162
2.144052 74
2.147092 1090
2.148244 150
2.151048 142
2.151908 150
2.154088 150
2.155016 142
2.157456 142
2.158608 150
2.162632 142
2.166256 150
2.166628 162
2.168784 142
2.172488 150
2.175492 142
2.178976 150
2.181804 142
2.185376 150
2.189820 142
2.194740 1518
2.194880 150
2.195952 1158
2.199968 142
2.203572 150
2.207448 142
2.211280 150
2.213780 142
2.217388 150
2.221476 142
2.227672 66
2.242568 154
2.247908 1090
2.248040 142
2.252688 162
2.253824 150
2.257240 90
2.260356 150
2.264808 1242
2.264896 90
2.267352 150
2.269604 142
2.276296 150
2.277452 150
2.279700 90
2.281024 106
2.282840 150
2.285380 150
2.286036 90
2.290176 106
2.290496 162
2.293840 174
2.294452 166
2.297216 150
2.299376 142
2.299600 74
2.303792 150
2.306628 142
2.309704 150
2.312436 142
2.312924 162
2.316984 174
2.317972 162
2.321424 162
2.325476 174
2.328284 162
2.332392 174
2.333700 398
2.335140 162
2.339208 174
2.342000 162
2.346212 174
2.348860 162
2.352980 174
2.355716 162
2.359672 174
2.360720 162
2.362576 162
2.364624 74
2.366780 174
2.368108 150
